date_started,date_concluded,pollster,client,area,sample_size,labour,conservative,reform_uk,liberal_democrat,green,alliance,brexit_party,change_uk,liberal,plaid_cymru,scottish_national_party,social_democratic_party,united_kingdom_independence_party,reclaim_party,others,lead,lead_value
2022-12-14,2022-12-15,Techne UK,,UK,1631,46.0,28.0,6.0,9.0,5.0,,,,,,3.0,,,,3.0,lab+18.0,18.0
2022-12-14,2022-12-14,PeoplePolling,GB News,GB,1151,45.0,24.0,7.0,7.0,6.0,,,,,,5.0,,,,4.0,lab+21.0,21.0
2022-12-07,2022-12-13,Ipsos,,GB,1007,49.0,23.0,2.0,13.0,3.0,,,,,,5.0,,,,4.0,lab+26.0,26.0
2022-12-09,2022-12-12,Verian,,GB,1097,46.0,29.0,4.0,9.0,5.0,,,,,,5.0,,2.0,,1.0,lab+17.0,17.0
2022-12-09,2022-12-12,Deltapoll,,GB,1088,45.0,32.0,4.0,9.0,5.0,,,,,1.0,5.0,,2.0,,1.0,lab+13.0,13.0
2022-12-09,2022-12-11,Savanta,,UK,2194,45.0,29.0,6.0,8.0,3.0,,,,,,3.0,,,,5.0,lab+16.0,16.0
2022-12-11,2022-12-11,Redfield & Wilton Strategies,,GB,2000,46.0,29.0,7.0,9.0,5.0,,,,,1.0,3.0,,,,1.0,lab+17.0,17.0
2022-12-08,2022-12-09,We Think,,GB,1294,48.0,30.0,4.0,9.0,6.0,,,,,,2.0,,,,1.0,lab+18.0,18.0
2022-12-07,2022-12-08,Techne UK,,UK,1625,48.0,27.0,5.0,9.0,4.0,,,,,,4.0,,,,3.0,lab+21.0,21.0
2022-12-06,2022-12-07,YouGov,The Times,GB,1696,48.0,24.0,8.0,9.0,5.0,,,,,1.0,4.0,,,,2.0,lab+24.0,24.0
2022-12-07,2022-12-07,PeoplePolling,GB News,GB,1231,47.0,20.0,9.0,8.0,6.0,,,,,,5.0,,,,5.0,lab+27.0,27.0
2022-12-01,2022-12-05,Deltapoll,,GB,1632,48.0,28.0,4.0,10.0,4.0,,,,,1.0,4.0,,1.0,,0.0,lab+20.0,20.0
2022-12-02,2022-12-05,Savanta,,UK,6237,48.0,28.0,4.0,11.0,3.0,,,,,,,,,,,lab+20.0,20.0
2022-12-04,2022-12-04,Redfield & Wilton Strategies,,GB,2000,48.0,26.0,5.0,10.0,6.0,,,,,,3.0,,,,1.0,lab+22.0,22.0
2022-12-02,2022-12-04,Savanta,,UK,2211,42.0,31.0,5.0,10.0,3.0,,,,,1.0,4.0,,,,4.0,lab+11.0,11.0
2022-12-01,2022-12-02,We Think,,GB,1189,48.0,25.0,5.0,9.0,6.0,,,,,,4.0,,,,3.0,lab+23.0,23.0
2022-11-30,2022-12-02,Opinium,The Observer,GB,2000,43.0,29.0,6.0,8.0,6.0,,,,,1.0,4.0,,,,2.0,lab+14.0,14.0
2022-12-01,2022-12-01,Techne UK,,UK,1632,49.0,26.0,5.0,10.0,4.0,,,,,,4.0,,,,2.0,lab+23.0,23.0
2022-11-29,2022-12-01,BMG Research,The i,GB,1571,46.0,28.0,6.0,10.0,5.0,,,,,0.0,4.0,,,,2.0,lab+18.0,18.0
2022-11-30,2022-11-30,PeoplePolling,GB News,GB,1145,46.0,21.0,7.0,7.0,9.0,,,,,1.0,5.0,,,,3.0,lab+25.0,25.0
2022-11-29,2022-11-30,YouGov,The Times,GB,1637,47.0,22.0,9.0,9.0,5.0,,,,,1.0,4.0,,,,2.0,lab+25.0,25.0
2022-11-24,2022-11-28,Deltapoll,,GB,1062,48.0,30.0,4.0,10.0,3.0,,,,,,3.0,,1.0,,1.0,lab+18.0,18.0
2022-11-27,2022-11-27,Redfield & Wilton Strategies,,GB,2000,47.0,27.0,5.0,11.0,5.0,,,,,,3.0,,,,1.0,lab+20.0,20.0
2022-11-25,2022-11-27,Savanta,,UK,2106,47.0,26.0,5.0,10.0,2.0,,,,,1.0,4.0,,,,4.0,lab+21.0,21.0
2022-11-23,2022-11-24,We Think,,GB,1174,49.0,25.0,6.0,9.0,5.0,,,,,1.0,3.0,,,,2.0,lab+24.0,24.0
2022-11-23,2022-11-24,Techne UK,,UK,1625,50.0,27.0,,9.0,4.0,,,,,,4.0,,,,6.0,lab+23.0,23.0
2022-11-22,2022-11-23,YouGov,The Times,GB,1672,48.0,25.0,5.0,9.0,5.0,,,,,1.0,4.0,,,,2.0,lab+23.0,23.0
2022-11-23,2022-11-23,PeoplePolling,,GB,1145,44.0,24.0,5.0,8.0,8.0,,,,,1.0,5.0,,,,5.0,lab+20.0,20.0
2022-11-17,2022-11-21,Verian,,GB,1111,45.0,30.0,5.0,8.0,4.0,,,,,,5.0,,2.0,,2.0,lab+15.0,15.0
2022-11-20,2022-11-20,Redfield & Wilton Strategies,,GB,2000,49.0,28.0,5.0,9.0,4.0,,,,,,4.0,,,,2.0,lab+21.0,21.0
2022-11-18,2022-11-20,Savanta,Independent,UK,2106,46.0,28.0,3.0,10.0,3.0,,,,,,3.0,,,,6.0,lab+18.0,18.0
2022-11-17,2022-11-19,Deltapoll,The Mail on Sunday,GB,1604,51.0,25.0,4.0,9.0,4.0,,,,,0.0,3.0,,2.0,,2.0,lab+26.0,26.0
2022-11-18,2022-11-18,PeoplePolling,GB News,GB,1331,47.0,21.0,6.0,10.0,7.0,,,,,1.0,5.0,,,,4.0,lab+26.0,26.0
2022-11-17,2022-11-18,Opinium,The Observer,GB,1484,45.0,28.0,6.0,9.0,4.0,,,,,,3.0,,,,3.0,lab+17.0,17.0
2022-11-17,2022-11-18,We Think,,GB,1159,48.0,21.0,5.0,10.0,7.0,,,,,1.0,5.0,,,,4.0,lab+27.0,27.0
2022-11-17,2022-11-17,Techne UK,,UK,1628,50.0,28.0,,8.0,4.0,,,,,,4.0,,,,6.0,lab+22.0,22.0
2022-11-16,2022-11-17,Redfield & Wilton Strategies,,GB,1500,48.0,27.0,5.0,10.0,4.0,,,,,,5.0,,,,1.0,lab+21.0,21.0
2022-11-15,2022-11-16,YouGov,The Times,GB,1682,47.0,26.0,6.0,9.0,5.0,,,,,1.0,5.0,,,,2.0,lab+21.0,21.0
2022-11-09,2022-11-16,Ipsos,Evening Standard,GB,1004,50.0,29.0,2.0,7.0,3.0,,,,,1.0,5.0,,1.0,,1.0,lab+21.0,21.0
2022-11-10,2022-11-14,Deltapoll,,GB,1060,50.0,27.0,3.0,6.0,6.0,,,,,1.0,5.0,,2.0,,,lab+23.0,23.0
2022-11-13,2022-11-13,Redfield & Wilton Strategies,,GB,2000,50.0,26.0,4.0,9.0,5.0,,,,,,3.0,,,,2.0,lab+24.0,24.0
2022-11-10,2022-11-11,We Think,,GB,1181,49.0,26.0,9.0,7.0,5.0,,,,,,3.0,,,,1.0,lab+23.0,23.0
2022-11-09,2022-11-10,YouGov,The Times,GB,1708,48.0,25.0,5.0,10.0,5.0,,,,,1.0,5.0,,,,2.0,lab+23.0,23.0
2022-11-09,2022-11-10,Techne UK,,UK,1628,49.0,30.0,,8.0,4.0,,,,,,4.0,,,,5.0,lab+19.0,19.0
2022-11-09,2022-11-10,Redfield & Wilton Strategies,,GB,1500,49.0,28.0,4.0,11.0,4.0,,,,,,3.0,,,,1.0,lab+21.0,21.0
2022-11-09,2022-11-09,PeoplePolling,GB News,GB,1198,42.0,21.0,8.0,9.0,9.0,,,,,2.0,5.0,,,,4.0,lab+21.0,21.0
2022-11-04,2022-11-07,Deltapoll,,GB,1049,47.0,29.0,3.0,9.0,5.0,,,,,,4.0,,,,4.0,lab+18.0,18.0
2022-11-06,2022-11-06,Redfield & Wilton Strategies,,GB,2000,48.0,27.0,5.0,10.0,3.0,,,,,,4.0,,,,2.0,lab+21.0,21.0
2022-11-03,2022-11-04,We Think,,GB,1352,51.0,27.0,6.0,7.0,4.0,,,,,1.0,4.0,,,,,lab+24.0,24.0
2022-11-02,2022-11-04,Opinium,The Observer,UK,1445,46.0,28.0,,8.0,6.0,,,,,,4.0,,,,7.0,lab+18.0,18.0
2022-11-02,2022-11-03,Redfield & Wilton Strategies,,GB,1500,47.0,30.0,4.0,12.0,3.0,,,,,,3.0,,,,1.0,lab+17.0,17.0
2022-11-02,2022-11-03,Techne UK,,UK,1663,49.0,29.0,,9.0,4.0,,,,,,4.0,,,,3.0,lab+20.0,20.0
2022-11-01,2022-11-03,Survation,,UK,1017,50.0,27.0,3.0,7.0,3.0,,,,,1.0,4.0,,2.0,,3.0,lab+23.0,23.0
2022-11-01,2022-11-02,YouGov,The Times,GB,1702,50.0,24.0,6.0,9.0,5.0,,,,,1.0,4.0,,,,2.0,lab+26.0,26.0
2022-11-01,2022-11-01,PeoplePolling,GB News,GB,1212,47.0,21.0,5.0,10.0,5.0,,,,,1.0,5.0,,,,4.0,lab+26.0,26.0
2022-10-28,2022-10-31,Deltapoll,,GB,1606,51.0,26.0,3.0,9.0,4.0,,,,,1.0,4.0,,2.0,,1.0,lab+25.0,25.0
2022-10-24,2022-10-31,YouGov,Ben Ansell/ERC WEALTHPOL,UK,2464,49.0,25.0,4.0,9.0,5.0,,,,,1.0,4.0,,,,2.0,lab+24.0,24.0
2022-10-28,2022-10-30,FocalData,Best for Britain,GB,2000,49.0,29.0,4.0,8.0,4.0,,,,,0.0,4.0,,,,2.0,lab+20.0,20.0
2022-10-30,2022-10-30,Redfield & Wilton Strategies,,GB,2000,50.0,27.0,3.0,9.0,5.0,,,,,,4.0,,,,2.0,lab+23.0,23.0
2022-10-26,2022-10-28,Opinium,The Observer,UK,1499,44.0,28.0,,10.0,5.0,,,,,,4.0,,,,8.0,lab+16.0,16.0
2022-10-27,2022-10-28,We Think,,GB,1383,53.0,25.0,6.0,7.0,4.0,,,,,1.0,4.0,,,,2.0,lab+28.0,28.0
2022-10-26,2022-10-27,Techne UK,,UK,1626,50.0,26.0,,10.0,5.0,,,,,,4.0,,,,5.0,lab+24.0,24.0
2022-10-26,2022-10-27,Survation,,UK,2028,51.0,27.0,3.0,8.0,2.0,,,,,1.0,5.0,,,,3.0,lab+24.0,24.0
2022-10-26,2022-10-26,PeoplePolling,GB News,GB,1237,51.0,20.0,7.0,9.0,5.0,,,,,,5.0,,,,5.0,lab+31.0,31.0
2022-10-25,2022-10-26,Redfield & Wilton Strategies,,GB,1500,55.0,23.0,4.0,9.0,5.0,,,,,,4.0,,,,1.0,lab+32.0,32.0
2022-10-25,2022-10-26,YouGov,The Times,GB,1646,51.0,23.0,6.0,9.0,4.0,,,,,1.0,5.0,,,,1.0,lab+28.0,28.0
2022-10-24,2022-10-26,BMG Research,Independent,GB,1568,49.0,26.0,5.0,10.0,5.0,,,,,,4.0,,,,2.0,lab+23.0,23.0
2022-10-20,2022-10-26,FocalData,Best for Britain,GB,10000,53.0,23.0,4.0,10.0,4.0,,,,,0.0,4.0,,,,2.0,lab+30.0,30.0
2022-10-23,2022-10-23,Redfield & Wilton Strategies,,GB,2000,54.0,21.0,4.0,11.0,4.0,,,,,,3.0,,,,2.0,lab+33.0,33.0
2022-10-22,2022-10-23,Deltapoll,Sky News,GB,2012,51.0,25.0,3.0,10.0,5.0,,,,,1.0,4.0,,1.0,,1.0,lab+26.0,26.0
2022-10-21,2022-10-23,Savanta,Independent,UK,1996,51.0,25.0,,8.0,2.0,,,,,,4.0,,,,10.0,lab+26.0,26.0
2022-10-21,2022-10-22,We Think,,GB,1353,56.0,22.0,3.0,10.0,4.0,,,,,1.0,4.0,,,,1.0,lab+34.0,34.0
2022-10-20,2022-10-21,YouGov,The Times,GB,1700,56.0,19.0,5.0,10.0,4.0,,,,,1.0,4.0,,,,1.0,lab+37.0,37.0
2022-10-19,2022-10-21,Opinium,The Observer,UK,2023,50.0,23.0,,9.0,6.0,,,,,,3.0,,,,6.0,lab+27.0,27.0
2022-10-19,2022-10-21,JL Partners,,GB,2000,51.0,26.0,3.0,8.0,3.0,,,,,,5.0,,,,4.0,lab+25.0,25.0
2022-10-20,2022-10-20,We Think,,GB,1382,57.0,22.0,3.0,7.0,4.0,,,,,,4.0,,,,3.0,lab+35.0,35.0
2022-10-19,2022-10-20,Techne UK,,UK,1632,53.0,22.0,,11.0,5.0,,,,,,4.0,,,,5.0,lab+31.0,31.0
2022-10-20,2022-10-20,PeoplePolling,GB News,GB,1237,53.0,14.0,5.0,11.0,6.0,,,,,,5.0,,,,5.0,lab+39.0,39.0
2022-10-19,2022-10-19,Redfield & Wilton Strategies,,GB,2500,55.0,19.0,4.0,12.0,4.0,,,,,,4.0,,,,1.0,lab+36.0,36.0
2022-10-18,2022-10-19,Survation,,UK,1252,52.0,23.0,2.0,11.0,3.0,,,,,1.0,4.0,,1.0,,3.0,lab+29.0,29.0
2022-10-13,2022-10-17,Deltapoll,,GB,1050,55.0,23.0,3.0,7.0,4.0,,,,,1.0,4.0,,,,1.0,lab+32.0,32.0
2022-10-16,2022-10-16,Redfield & Wilton Strategies,,GB,2000,56.0,20.0,2.0,11.0,5.0,,,,,,4.0,,,,1.0,lab+36.0,36.0
2022-10-14,2022-10-16,Savanta,,UK,2195,52.0,22.0,,11.0,2.0,,,,,,4.0,,,,8.0,lab+30.0,30.0
2022-10-13,2022-10-14,We Think,,GB,1328,49.0,28.0,2.0,10.0,5.0,,,,,1.0,3.0,,,,2.0,lab+21.0,21.0
2022-10-13,2022-10-13,Redfield & Wilton Strategies,,GB,1500,53.0,24.0,2.0,13.0,3.0,,,,,,4.0,,,,3.0,lab+29.0,29.0
2022-10-12,2022-10-13,Techne UK,,UK,1626,49.0,25.0,,11.0,6.0,,,,,,4.0,,,,5.0,lab+24.0,24.0
2022-10-12,2022-10-12,PeoplePolling,GB News,GB,1158,53.0,19.0,4.0,8.0,6.0,,,,,1.0,6.0,,,,4.0,lab+34.0,34.0
2022-10-11,2022-10-12,YouGov,The Times,GB,1675,51.0,23.0,3.0,9.0,7.0,,,,,1.0,5.0,,,,2.0,lab+28.0,28.0
2022-10-05,2022-10-12,Ipsos,Evening Standard,GB,1001,47.0,26.0,2.0,10.0,8.0,,,,,0.0,4.0,,,,2.0,lab+21.0,21.0
2022-10-07,2022-10-09,Savanta,,UK,2036,51.0,23.0,,10.0,4.0,,,,,,4.0,,,,8.0,lab+28.0,28.0
2022-10-09,2022-10-09,Redfield & Wilton Strategies,,GB,2000,54.0,25.0,3.0,10.0,4.0,,,,,,3.0,,,,1.0,lab+29.0,29.0
2022-10-06,2022-10-07,YouGov,The Times,GB,1737,52.0,22.0,5.0,9.0,6.0,,,,,1.0,5.0,,,,2.0,lab+30.0,30.0
2022-10-06,2022-10-07,Deltapoll,,GB,1034,51.0,26.0,2.0,9.0,4.0,,,,,0.0,4.0,,2.0,,0.0,lab+25.0,25.0
2022-10-06,2022-10-07,We Think,,GB,1328,51.0,24.0,4.0,10.0,5.0,,,,,1.0,3.0,,,,2.0,lab+27.0,27.0
2022-10-05,2022-10-07,Opinium,The Observer,UK,2023,47.0,26.0,,11.0,6.0,,,,,,3.0,,,,6.0,lab+21.0,21.0
2022-10-06,2022-10-06,PeoplePolling,GB News,GB,1512,52.0,20.0,4.0,8.0,7.0,,,,,1.0,5.0,,,,3.0,lab+32.0,32.0
2022-10-05,2022-10-06,Techne UK,,UK,1636,48.0,26.0,,10.0,6.0,,,,,,4.0,,,,6.0,lab+22.0,22.0
2022-10-05,2022-10-05,Redfield & Wilton Strategies,,GB,1500,52.0,24.0,3.0,10.0,5.0,,,,,,4.0,,,,1.0,lab+28.0,28.0
2022-09-30,2022-10-02,Savanta,,UK,2113,50.0,25.0,,11.0,3.0,,,,,,3.0,,,,8.0,lab+25.0,25.0
2022-10-02,2022-10-02,Redfield & Wilton Strategies,,GB,2000,52.0,24.0,3.0,10.0,5.0,,,,,,5.0,,,,1.0,lab+28.0,28.0
2022-09-29,2022-09-30,We Think,,GB,1320,55.0,23.0,3.0,7.0,5.0,,,,,0.0,5.0,,,,1.0,lab+32.0,32.0
2022-09-28,2022-09-30,Opinium,The Observer,UK,1468,46.0,27.0,,9.0,6.0,,,,,1.0,4.0,,,,6.0,lab+19.0,19.0
2022-09-29,2022-09-29,Survation,,UK,1329,49.0,28.0,2.0,11.0,1.0,,,,,1.0,5.0,,1.0,,3.0,lab+21.0,21.0
2022-09-28,2022-09-29,PeoplePolling,GB News,GB,2216,50.0,20.0,3.0,9.0,8.0,,,,,0.0,5.0,,,,4.0,lab+30.0,30.0
2022-09-28,2022-09-29,Techne UK,,UK,1625,47.0,27.0,,11.0,6.0,,,,,,4.0,,,,5.0,lab+20.0,20.0
2022-09-28,2022-09-29,YouGov,The Times,GB,1712,54.0,21.0,4.0,7.0,6.0,,,,,1.0,5.0,,,,2.0,lab+33.0,33.0
2022-09-28,2022-09-29,Redfield & Wilton Strategies,,GB,2500,46.0,29.0,4.0,13.0,4.0,,,,,,3.0,,,,1.0,lab+17.0,17.0
2022-09-27,2022-09-29,BMG Research,,GB,1516,47.0,30.0,3.0,9.0,5.0,,,,,,4.0,,,,2.0,lab+17.0,17.0
2022-09-27,2022-09-29,Deltapoll,Daily Mirror,GB,1613,48.0,29.0,2.0,9.0,4.0,,,,,1.0,4.0,,1.0,,1.0,lab+19.0,19.0
2022-09-23,2022-09-27,Find Out Now,Channel 4,GB,10435,45.0,27.0,3.0,10.0,7.0,,,,,1.0,5.0,,,,2.0,lab+18.0,18.0
2022-09-23,2022-09-26,We Think,,GB,1307,44.0,32.0,4.0,10.0,5.0,,,,,1.0,4.0,,,,1.0,lab+12.0,12.0
2022-09-22,2022-09-26,Verian,,GB,1141,39.0,35.0,3.0,10.0,4.0,,,,,1.0,5.0,,2.0,,1.0,lab+4.0,4.0
2022-09-22,2022-09-25,Deltapoll,,GB,2192,44.0,31.0,2.0,12.0,4.0,,,,,1.0,4.0,,1.0,,0.0,lab+13.0,13.0
2022-09-25,2022-09-25,Redfield & Wilton Strategies,,GB,2000,44.0,31.0,2.0,11.0,6.0,,,,,,4.0,,,,1.0,lab+13.0,13.0
2022-09-23,2022-09-25,Savanta,MHP,UK,2259,43.0,29.0,,12.0,4.0,,,,,,5.0,,,,8.0,lab+14.0,14.0
2022-09-23,2022-09-25,YouGov,The Times,GB,1730,45.0,28.0,3.0,9.0,7.0,,,,,1.0,4.0,,,,2.0,lab+17.0,17.0
2022-09-21,2022-09-23,Opinium,,UK,1491,39.0,34.0,,10.0,7.0,,,,,1.0,4.0,,,,5.0,lab+5.0,5.0
2022-09-21,2022-09-22,YouGov,The Times,GB,1713,40.0,32.0,3.0,9.0,8.0,,,,,1.0,5.0,,,,2.0,lab+8.0,8.0
2022-09-21,2022-09-22,Techne UK,,UK,1639,41.0,34.0,,11.0,5.0,,,,,,4.0,,,,5.0,lab+7.0,7.0
2022-09-21,2022-09-21,Redfield & Wilton Strategies,,GB,2000,42.0,32.0,4.0,12.0,5.0,,,,,,4.0,,,,2.0,lab+10.0,10.0
2022-09-21,2022-09-21,PeoplePolling,GB News,GB,1298,40.0,28.0,4.0,10.0,8.0,,,,,1.0,6.0,,,,4.0,lab+12.0,12.0
2022-09-16,2022-09-20,Deltapoll,,GB,2084,42.0,32.0,2.0,10.0,6.0,,,,,1.0,4.0,,2.0,,1.0,lab+10.0,10.0
2022-09-18,2022-09-18,Redfield & Wilton Strategies,,GB,2000,42.0,34.0,3.0,10.0,5.0,,,,,,4.0,,,,1.0,lab+8.0,8.0
2022-09-15,2022-09-16,Savanta,Labour List,UK,6226,45.0,33.0,3.0,10.0,4.0,,,,,,,,,,5.0,lab+12.0,12.0
2022-09-14,2022-09-15,Techne UK,,UK,1647,41.0,35.0,,10.0,5.0,,,,,,4.0,,,,5.0,lab+6.0,6.0
2022-09-07,2022-09-15,Ipsos,,GB,1000,40.0,30.0,1.0,13.0,8.0,,,,,,5.0,,,,4.0,lab+10.0,10.0
2022-09-13,2022-09-13,PeoplePolling,GB News,GB,1245,40.0,28.0,5.0,10.0,6.0,,,,,2.0,4.0,,,,4.0,lab+12.0,12.0
2022-09-11,2022-09-12,YouGov,The Times,GB,1727,42.0,32.0,2.0,10.0,7.0,,,,,1.0,4.0,,,,1.0,lab+10.0,10.0
2022-09-09,2022-09-12,Deltapoll,,GB,1573,44.0,32.0,2.0,9.0,4.0,,,,,1.0,4.0,,2.0,,0.0,lab+12.0,12.0
2022-09-11,2022-09-11,Savanta,Daily Mail,UK,2272,42.0,35.0,3.0,10.0,3.0,,,,,1.0,4.0,,,,4.0,lab+7.0,7.0
2022-09-07,2022-09-08,Techne UK,,UK,1628,42.0,34.0,,11.0,4.0,,,,,,4.0,,,,5.0,lab+8.0,8.0
2022-09-06,2022-09-07,YouGov,The Times,GB,1688,44.0,29.0,3.0,10.0,7.0,,,,,1.0,5.0,,,,2.0,lab+15.0,15.0
2022-09-07,2022-09-07,Redfield & Wilton Strategies,,GB,2000,42.0,30.0,2.0,14.0,6.0,,,,,,5.0,,,,2.0,lab+12.0,12.0
2022-09-07,2022-09-07,PeoplePolling,GB News,GB,1162,40.0,28.0,4.0,9.0,7.0,,,,,1.0,5.0,,,,5.0,lab+12.0,12.0
2022-09-04,2022-09-04,Redfield & Wilton Strategies,,GB,2000,43.0,31.0,3.0,12.0,6.0,,,,,,5.0,,,,1.0,lab+12.0,12.0
2022-09-01,2022-09-02,Opinium,The Observer,UK,1516,38.0,34.0,,12.0,6.0,,,,,1.0,4.0,,,,6.0,lab+4.0,4.0
2022-09-01,2022-09-02,Techne UK,,UK,1628,42.0,32.0,,12.0,5.0,,,,,,4.0,,,,5.0,lab+10.0,10.0
2022-08-31,2022-09-02,Deltapoll,,GB,1573,42.0,31.0,3.0,10.0,6.0,,,,,1.0,5.0,,2.0,,1.0,lab+11.0,11.0
2022-08-31,2022-09-01,YouGov,The Times,GB,1711,43.0,28.0,3.0,11.0,6.0,,,,,1.0,5.0,,,,1.0,lab+15.0,15.0
2022-08-31,2022-08-31,Redfield & Wilton Strategies,,GB,2000,42.0,31.0,3.0,12.0,7.0,,,,,,4.0,,,,2.0,lab+11.0,11.0
2022-08-31,2022-08-31,Survation,,UK,1013,43.0,33.0,5.0,11.0,3.0,,,,,1.0,4.0,,1.0,0.0,3.0,lab+10.0,10.0
2022-08-30,2022-08-30,PeoplePolling,GB News,GB,1203,42.0,25.0,4.0,10.0,7.0,,,,,2.0,5.0,,,,6.0,lab+17.0,17.0
2022-08-26,2022-08-30,Deltapoll,The Mirror,GB,1600,44.0,31.0,2.0,12.0,4.0,,,,,1.0,4.0,,1.0,,1.0,lab+13.0,13.0
2022-08-28,2022-08-28,Redfield & Wilton Strategies,,GB,2000,42.0,33.0,4.0,13.0,4.0,,,,,0.0,3.0,,,,1.0,lab+9.0,9.0
2022-08-24,2022-08-25,Techne UK,,UK,1630,41.0,33.0,,11.0,6.0,,,,,,4.0,,,,5.0,lab+8.0,8.0
2022-08-24,2022-08-25,Redfield & Wilton Strategies,,GB,1500,42.0,33.0,2.0,12.0,5.0,,,,,1.0,4.0,,,,1.0,lab+9.0,9.0
2022-08-23,2022-08-24,YouGov,The Times,GB,2007,39.0,31.0,5.0,11.0,7.0,,,,,1.0,5.0,,,,2.0,lab+8.0,8.0
2022-08-22,2022-08-22,PeoplePolling,GB News,GB,1235,40.0,26.0,5.0,11.0,6.0,,,,,1.0,6.0,,,,5.0,lab+14.0,14.0
2022-08-18,2022-08-22,Verian,,GB,1106,40.0,33.0,2.0,14.0,6.0,,,,,1.0,4.0,,1.0,,1.0,lab+7.0,7.0
2022-08-19,2022-08-22,Deltapoll,,GB,1591,43.0,31.0,2.0,11.0,6.0,,,,,1.0,5.0,,,,1.0,lab+12.0,12.0
2022-08-21,2022-08-21,Redfield & Wilton Strategies,,GB,2000,43.0,31.0,3.0,13.0,5.0,,,,,1.0,5.0,,,,1.0,lab+12.0,12.0
2022-08-18,2022-08-19,Opinium,The Observer,UK,1527,39.0,31.0,,10.0,7.0,,,,,1.0,3.0,,,,8.0,lab+8.0,8.0
2022-08-16,2022-08-18,BMG Research,,UK,2091,42.0,32.0,3.0,11.0,4.0,,,,,0.0,5.0,,,,1.0,lab+10.0,10.0
2022-08-16,2022-08-17,YouGov,The Times,GB,1696,43.0,28.0,4.0,11.0,7.0,,,,,1.0,5.0,,,,2.0,lab+15.0,15.0
2022-08-14,2022-08-14,Redfield & Wilton Strategies,,GB,2000,41.0,34.0,3.0,12.0,5.0,,,,,1.0,4.0,,,,1.0,lab+7.0,7.0
2022-08-10,2022-08-12,Techne UK,,UK,1641,39.0,35.0,,12.0,5.0,,,,,,4.0,,,,5.0,lab+4.0,4.0
2022-08-09,2022-08-10,YouGov,The Times,GB,1809,39.0,30.0,4.0,12.0,6.0,,,,,1.0,5.0,,,,2.0,lab+9.0,9.0
2022-08-08,2022-08-08,Redfield & Wilton Strategies,,GB,2000,40.0,35.0,3.0,12.0,5.0,,,,,1.0,4.0,,,,1.0,lab+5.0,5.0
2022-08-03,2022-08-08,Opinium,The Observer,GB,2010,37.0,34.0,,12.0,6.0,,,,,1.0,4.0,,,,7.0,lab+3.0,3.0
2022-08-04,2022-08-05,YouGov,The Times,GB,1968,37.0,33.0,3.0,11.0,8.0,,,,,1.0,5.0,,,,2.0,lab+4.0,4.0
2022-08-04,2022-08-04,Redfield & Wilton Strategies,,GB,1500,40.0,32.0,4.0,13.0,4.0,,,,,1.0,4.0,,,,2.0,lab+8.0,8.0
2022-08-03,2022-08-04,Techne UK,,UK,1630,39.0,34.0,,13.0,5.0,,,,,,4.0,,,,5.0,lab+5.0,5.0
2022-07-28,2022-08-01,Verian,,GB,1096,36.0,32.0,4.0,13.0,8.0,,,,,1.0,6.0,,1.0,,1.0,lab+4.0,4.0
2022-07-31,2022-07-31,Redfield & Wilton Strategies,,GB,2000,38.0,34.0,4.0,11.0,7.0,,,,,0.0,4.0,,,,1.0,lab+4.0,4.0
2022-07-27,2022-07-28,YouGov,The Times,GB,1797,35.0,34.0,3.0,13.0,7.0,,,,,1.0,5.0,,,,1.0,lab+1.0,1.0
2022-07-27,2022-07-28,Techne UK,,UK,1645,40.0,33.0,,12.0,6.0,,,,,,4.0,,,,5.0,lab+7.0,7.0
2022-07-27,2022-07-27,Redfield & Wilton Strategies,,GB,1500,41.0,33.0,4.0,11.0,5.0,,,,,,4.0,,,,2.0,lab+8.0,8.0
2022-07-21,2022-07-27,Ipsos,Evening Standard,GB,1052,44.0,30.0,1.0,10.0,8.0,,,,,0.0,5.0,,1.0,,1.0,lab+14.0,14.0
2022-07-22,2022-07-24,Savanta,The Independent,UK,2272,42.0,29.0,4.0,12.0,4.0,,,,,,3.0,,,,5.0,lab+13.0,13.0
2022-07-24,2022-07-24,Redfield & Wilton Strategies,,GB,2000,40.0,34.0,3.0,12.0,5.0,,,,,0.0,4.0,,,,2.0,lab+6.0,6.0
2022-07-21,2022-07-23,Deltapoll,Mail on Sunday,GB,1588,42.0,31.0,3.0,10.0,6.0,,,,,1.0,4.0,,3.0,,1.0,lab+11.0,11.0
2022-07-21,2022-07-22,YouGov,The Times,GB,1692,39.0,32.0,4.0,12.0,8.0,,,,,1.0,4.0,,,,2.0,lab+7.0,7.0
2022-07-21,2022-07-22,Opinium,The Observer,GB,2001,37.0,34.0,,13.0,7.0,,,,,1.0,3.0,,,,6.0,lab+3.0,3.0
2022-07-21,2022-07-21,Techne UK,,UK,1645,41.0,32.0,,12.0,6.0,,,,,,4.0,,,,5.0,lab+9.0,9.0
2022-07-21,2022-07-21,Savanta,Daily Express,UK,2109,44.0,33.0,3.0,9.0,3.0,,,,,0.0,3.0,,,,5.0,lab+11.0,11.0
2022-07-20,2022-07-21,Redfield & Wilton Strategies,,GB,1500,44.0,35.0,3.0,9.0,5.0,,,,,,3.0,,,,1.0,lab+9.0,9.0
2022-07-14,2022-07-18,Verian,,GB,1077,37.0,33.0,4.0,13.0,7.0,,,,,1.0,4.0,,1.0,,1.0,lab+4.0,4.0
